,Lag_0,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Lag_8,Lag_9,Row_Avg
P5_D1_G3_M6_R1_T1,0.3433734939759036,0.37349397590361444,0.3313253012048193,0.4036144578313253,0.3313253012048193,0.3614457831325301,0.39156626506024095,0.28313253012048195,0.4578313253012048,0.29518072289156627,0.35722891566265064
P4_D1_G2_M1_R2_T1,0.38181818181818183,0.36727272727272725,0.3418181818181818,0.3381818181818182,0.31272727272727274,0.32,0.33090909090909093,0.28363636363636363,0.31636363636363635,0.36363636363636365,0.3356363636363636
P5_D6_G3_M6_R1_T1,0.4380165289256198,0.3140495867768595,0.2975206611570248,0.36363636363636365,0.32231404958677684,0.39669421487603307,0.3305785123966942,0.4380165289256198,0.32231404958677684,0.33884297520661155,0.35619834710743803
P5_D5_G3_M6_R2_T1,0.38317757009345793,0.2616822429906542,0.3177570093457944,0.24299065420560748,0.2803738317757009,0.32710280373831774,0.29906542056074764,0.2336448598130841,0.40186915887850466,0.29906542056074764,0.30467289719626167
P8_D6_G4_M6_R1_T1,0.3870967741935484,0.3790322580645161,0.3225806451612903,0.27419354838709675,0.3790322580645161,0.3387096774193548,0.41935483870967744,0.29838709677419356,0.3951612903225806,0.3064516129032258,0.35
P3_D1_G1_M6_R2_T1,0.4521276595744681,0.4095744680851064,0.3829787234042553,0.39361702127659576,0.39361702127659576,0.3670212765957447,0.46808510638297873,0.3882978723404255,0.3670212765957447,0.44148936170212766,0.40638297872340423
P8_D5_G4_M6_R2_T1,0.3397129186602871,0.3492822966507177,0.3157894736842105,0.3444976076555024,0.3684210526315789,0.37320574162679426,0.3397129186602871,0.32057416267942584,0.39712918660287083,0.3253588516746411,0.3473684210526316
P11_D1_G6_M6_R2_T1,0.33,0.335,0.33,0.3,0.33,0.31,0.275,0.34,0.325,0.395,0.32700000000000007
P7_D1_G1_M6_R1_T1,0.3333333333333333,0.35135135135135137,0.32432432432432434,0.34234234234234234,0.3783783783783784,0.3333333333333333,0.36936936936936937,0.40540540540540543,0.2972972972972973,0.36936936936936937,0.3504504504504505
P4_D5_G2_M5_R2_T1,0.38181818181818183,0.28484848484848485,0.4121212121212121,0.28484848484848485,0.4303030303030303,0.2787878787878788,0.3575757575757576,0.2787878787878788,0.3333333333333333,0.28484848484848485,0.3327272727272727
P10_D6_G5_M6_R2_T2,0.32673267326732675,0.26732673267326734,0.27722772277227725,0.297029702970297,0.29207920792079206,0.297029702970297,0.25742574257425743,0.2871287128712871,0.2722772277227723,0.27722772277227725,0.28514851485148524
P8_D6_G4_M6_R1_T2,0.3770491803278688,0.3360655737704918,0.4098360655737705,0.26229508196721313,0.4180327868852459,0.4016393442622951,0.28688524590163933,0.3524590163934426,0.38524590163934425,0.30327868852459017,0.3532786885245902
P9_D1_G4_M1_R2_T1,0.3510204081632653,0.30612244897959184,0.3306122448979592,0.3020408163265306,0.34285714285714286,0.3346938775510204,0.31020408163265306,0.3224489795918367,0.30612244897959184,0.27346938775510204,0.3179591836734694
P12_D1_G7_M6_R2_T1,0.3487544483985765,0.2704626334519573,0.3238434163701068,0.302491103202847,0.3238434163701068,0.302491103202847,0.27402135231316727,0.3594306049822064,0.2775800711743772,0.3309608540925267,0.3113879003558718
P13_D1_G5_M6_R2_T1,0.2694610778443114,0.39520958083832336,0.31736526946107785,0.3592814371257485,0.31137724550898205,0.3473053892215569,0.3712574850299401,0.2994011976047904,0.33532934131736525,0.31736526946107785,0.3323353293413174
P10_D6_G5_M6_R2_T1,0.36683417085427134,0.2663316582914573,0.3165829145728643,0.3316582914572864,0.32663316582914576,0.2964824120603015,0.3165829145728643,0.36683417085427134,0.3165829145728643,0.32160804020100503,0.3226130653266332
P10_D5_G5_M6_R1_T1,0.34615384615384615,0.3269230769230769,0.40384615384615385,0.41346153846153844,0.3173076923076923,0.36538461538461536,0.2980769230769231,0.3269230769230769,0.3557692307692308,0.36538461538461536,0.3519230769230769
