Label: FSR adapter 16: GYRO.Z 16 Sampling frequency: 1.481481e+002 Number of points: 666 X start: 0.000000e+000 Unit: °/s Domain Unit: s
Start Trigger Method: Trigno Wireless System (start trigger)
Stop Trigger Method: Trigno Wireless System (stop trigger)
Use Camera: NO
Video File Path: 
System Gain: 3.250000e-002
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 3.250000e-002
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 3.250000e-002
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 3.250000e-002
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 2.048000e+003
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 2.048000e+003
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 2.048000e+003
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 1.640000e+001
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 1.640000e+001
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 1.640000e+001
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 3.250000e-002
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 3.250000e-002
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 3.250000e-002
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 3.250000e-002
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 2.048000e+003
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 2.048000e+003
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 2.048000e+003
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 1.640000e+001
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 1.640000e+001
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 1.640000e+001
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
X [s],FSR adapter 15: FSR.A 15 [%],X [s],FSR adapter 15: FSR.B 15 [%],X [s],FSR adapter 15: FSR.C 15 [%],X [s],FSR adapter 15: FSR.D 15 [%],X [s],FSR adapter 15: ACC.X 15 [g],X [s],FSR adapter 15: ACC.Y 15 [g],X [s],FSR adapter 15: ACC.Z 15 [g],X [s],FSR adapter 15: GYRO.X 15 [°/s],X [s],FSR adapter 15: GYRO.Y 15 [°/s],X [s],FSR adapter 15: GYRO.Z 15 [°/s],X [s],FSR adapter 16: FSR.A 16 [%],X [s],FSR adapter 16: FSR.B 16 [%],X [s],FSR adapter 16: FSR.C 16 [%],X [s],FSR adapter 16: FSR.D 16 [%],X [s],FSR adapter 16: ACC.X 16 [g],X [s],FSR adapter 16: ACC.Y 16 [g],X [s],FSR adapter 16: ACC.Z 16 [g],X [s],FSR adapter 16: GYRO.X 16 [°/s],X [s],FSR adapter 16: GYRO.Y 16 [°/s],X [s],FSR adapter 16: GYRO.Z 16 [°/s]
0.00000e+000,5.49398e-003,0.00000e+000,1.06204e-001,0.00000e+000,2.00716e-001,0.00000e+000,-2.25291e-003,0.00000e+000,-2.18457e+000,0.00000e+000,1.29785e+000,0.00000e+000,-1.22559e-001,0.00000e+000,-2.93902e+001,0.00000e+000,-3.03780e+002,0.00000e+000,2.37805e+002,0.00000e+000,4.63629e+001,0.00000e+000,4.67750e+001,0.00000e+000,4.73574e+000,0.00000e+000,-1.15492e-002,0.00000e+000,-1.49414e-001,0.00000e+000,1.11768e+000,0.00000e+000,-4.68750e-002,0.00000e+000,1.23780e+001,0.00000e+000,-7.31707e+000,0.00000e+000,5.21951e+001
3.37500e-003,3.94460e-003,3.37500e-003,1.04654e-001,3.37500e-003,1.97617e-001,3.37500e-003,-7.03529e-004,6.75000e-003,-2.19678e+000,6.75000e-003,1.29932e+000,6.75000e-003,-7.32422e-002,6.75000e-003,-2.13415e+001,6.75000e-003,-2.88841e+002,6.75000e-003,2.21280e+002,3.37500e-003,4.70105e+001,3.37500e-003,4.71809e+001,3.37500e-003,4.52193e+000,3.37500e-003,-1.30986e-002,6.75000e-003,-1.35742e-001,6.75000e-003,1.15088e+000,6.75000e-003,-2.88086e-002,6.75000e-003,1.75610e+001,6.75000e-003,-1.37805e+001,6.75000e-003,6.03049e+001
6.75000e-003,5.49398e-003,6.75000e-003,1.03105e-001,6.75000e-003,1.96067e-001,6.75000e-003,-7.03529e-004,1.35000e-002,-2.19287e+000,1.35000e-002,1.33545e+000,1.35000e-002,-3.32031e-002,1.35000e-002,-1.54878e+001,1.35000e-002,-2.63720e+002,1.35000e-002,1.95000e+002,6.75000e-003,4.76705e+001,6.75000e-003,4.76117e+001,6.75000e-003,4.38249e+000,6.75000e-003,-1.15492e-002,1.35000e-002,-1.34766e-001,1.35000e-002,1.20605e+000,1.35000e-002,2.78320e-002,1.35000e-002,2.26829e+001,1.35000e-002,-1.84756e+001,1.35000e-002,6.79878e+001
1.01250e-002,3.94460e-003,1.01250e-002,1.04654e-001,1.01250e-002,1.92969e-001,1.01250e-002,-7.03529e-004,2.02500e-002,-2.25342e+000,2.02500e-002,1.32324e+000,2.02500e-002,1.51367e-002,2.02500e-002,-1.29268e+001,2.02500e-002,-2.49024e+002,2.02500e-002,1.78171e+002,1.01250e-002,4.83445e+001,1.01250e-002,4.80796e+001,1.01250e-002,4.26009e+000,1.01250e-002,-9.99979e-003,2.02500e-002,-1.46484e-001,2.02500e-002,1.22559e+000,2.02500e-002,6.00586e-002,2.02500e-002,2.85366e+001,2.02500e-002,-2.26220e+001,2.02500e-002,7.70122e+001
1.35000e-002,3.94460e-003,1.35000e-002,1.03105e-001,1.35000e-002,1.92969e-001,1.35000e-002,-7.03529e-004,2.70000e-002,-2.22852e+000,2.70000e-002,1.21045e+000,2.70000e-002,7.71484e-002,2.70000e-002,-1.15244e+001,2.70000e-002,-2.15366e+002,2.70000e-002,1.45976e+002,1.35000e-002,4.90340e+001,1.35000e-002,4.85475e+001,1.35000e-002,4.14078e+000,1.35000e-002,-1.15492e-002,2.70000e-002,-9.66797e-002,2.70000e-002,1.24316e+000,2.70000e-002,5.51758e-002,2.70000e-002,3.40244e+001,2.70000e-002,-2.51220e+001,2.70000e-002,8.42073e+001
1.68750e-002,3.94460e-003,1.68750e-002,1.04654e-001,1.68750e-002,1.96067e-001,1.68750e-002,-7.03529e-004,3.37500e-002,-2.18555e+000,3.37500e-002,1.21094e+000,3.37500e-002,1.29883e-001,3.37500e-002,-1.25610e+001,3.37500e-002,-1.71707e+002,3.37500e-002,1.07683e+002,1.68750e-002,4.97157e+001,1.68750e-002,4.90061e+001,1.68750e-002,4.04627e+000,1.68750e-002,-9.99979e-003,3.37500e-002,-7.86133e-002,3.37500e-002,1.22754e+000,3.37500e-002,5.12695e-002,3.37500e-002,3.62805e+001,3.37500e-002,-2.46951e+001,3.37500e-002,8.73171e+001
2.02500e-002,3.94460e-003,2.02500e-002,1.03105e-001,2.02500e-002,1.99166e-001,2.02500e-002,-2.25291e-003,4.05000e-002,-2.29541e+000,4.05000e-002,1.12256e+000,4.05000e-002,1.79199e-001,4.05000e-002,-1.46341e+001,4.05000e-002,-1.30854e+002,4.05000e-002,6.49390e+001,2.02500e-002,5.03696e+001,2.02500e-002,4.94585e+001,2.02500e-002,3.95951e+000,2.02500e-002,-1.15492e-002,4.05000e-002,-4.88281e-002,4.05000e-002,1.24805e+000,4.05000e-002,1.75781e-002,4.05000e-002,4.22561e+001,4.05000e-002,-2.70122e+001,4.05000e-002,9.23171e+001
2.36250e-002,5.49398e-003,2.36250e-002,1.01555e-001,2.36250e-002,2.06913e-001,2.36250e-002,-7.03529e-004,4.72500e-002,-2.35742e+000,4.72500e-002,1.01270e+000,4.72500e-002,1.99707e-001,4.72500e-002,-1.76220e+001,4.72500e-002,-9.40244e+001,4.72500e-002,2.82317e+001,2.36250e-002,5.10064e+001,2.36250e-002,4.99342e+001,2.36250e-002,3.90063e+000,2.36250e-002,-1.15492e-002,4.72500e-002,-7.17773e-002,4.72500e-002,1.26074e+000,4.72500e-002,-5.85938e-003,4.72500e-002,4.65244e+001,4.72500e-002,-2.87195e+001,4.72500e-002,9.65854e+001
2.70000e-002,5.49398e-003,2.70000e-002,1.04654e-001,2.70000e-002,2.16209e-001,2.70000e-002,-7.03529e-004,5.40000e-002,-2.28760e+000,5.40000e-002,9.34570e-001,5.40000e-002,2.07031e-001,5.40000e-002,-2.10976e+001,5.40000e-002,-6.02439e+001,5.40000e-002,-3.10976e+000,2.70000e-002,5.16463e+001,2.70000e-002,5.04284e+001,2.70000e-002,3.85570e+000,2.70000e-002,-9.99979e-003,5.40000e-002,-1.06445e-001,5.40000e-002,1.26611e+000,5.40000e-002,-3.12500e-002,5.40000e-002,5.06707e+001,5.40000e-002,-3.10976e+001,5.40000e-002,1.01463e+002
3.03750e-002,7.04336e-003,3.03750e-002,1.04654e-001,3.03750e-002,2.19308e-001,3.03750e-002,-7.03529e-004,6.07500e-002,-2.13037e+000,6.07500e-002,8.82813e-001,6.07500e-002,2.05078e-001,6.07500e-002,-2.54268e+001,6.07500e-002,-2.81707e+001,6.07500e-002,-3.34146e+001,3.03750e-002,5.22645e+001,3.03750e-002,5.09149e+001,3.03750e-002,3.83246e+000,3.03750e-002,-9.99979e-003,6.07500e-002,-1.07910e-001,6.07500e-002,1.27783e+000,6.07500e-002,-5.76172e-002,6.07500e-002,5.48781e+001,6.07500e-002,-3.31707e+001,6.07500e-002,1.07012e+002
3.37500e-002,3.94460e-003,3.37500e-002,1.04654e-001,3.37500e-002,2.20857e-001,3.37500e-002,-7.03529e-004,6.75000e-002,-1.92725e+000,6.75000e-002,8.09082e-001,6.75000e-002,2.19238e-001,6.75000e-002,-3.00000e+001,6.75000e-002,1.64634e+000,6.75000e-002,-6.16463e+001,3.37500e-002,5.28579e+001,3.37500e-002,5.13410e+001,3.37500e-002,3.81077e+000,3.37500e-002,-9.99979e-003,6.75000e-002,-1.22559e-001,6.75000e-002,1.26709e+000,6.75000e-002,-6.64063e-002,6.75000e-002,5.92073e+001,6.75000e-002,-3.65854e+001,6.75000e-002,1.11098e+002
3.71250e-002,7.04336e-003,3.71250e-002,1.03105e-001,3.71250e-002,2.23956e-001,3.71250e-002,-7.03529e-004,7.42500e-002,-1.76074e+000,7.42500e-002,6.86523e-001,7.42500e-002,2.31445e-001,7.42500e-002,-3.47561e+001,7.42500e-002,2.76829e+001,7.42500e-002,-8.63415e+001,3.71250e-002,5.34311e+001,3.71250e-002,5.17206e+001,3.71250e-002,3.74414e+000,3.71250e-002,-1.15492e-002,7.42500e-002,-1.39160e-001,7.42500e-002,1.26465e+000,7.42500e-002,-7.37305e-002,7.42500e-002,6.36585e+001,7.42500e-002,-3.96341e+001,7.42500e-002,1.15976e+002
4.05000e-002,8.59274e-003,4.05000e-002,1.03105e-001,4.05000e-002,2.23956e-001,4.05000e-002,-7.03529e-004,8.10000e-002,-1.57617e+000,8.10000e-002,5.30762e-001,8.10000e-002,2.32910e-001,8.10000e-002,-4.01220e+001,8.10000e-002,5.06707e+001,8.10000e-002,-1.02866e+002,4.05000e-002,5.39734e+001,4.05000e-002,5.20723e+001,4.05000e-002,3.66048e+000,4.05000e-002,-9.99979e-003,8.10000e-002,-1.42578e-001,8.10000e-002,1.27197e+000,8.10000e-002,-6.44531e-002,8.10000e-002,6.81707e+001,8.10000e-002,-4.32927e+001,8.10000e-002,1.19634e+002
4.38750e-002,1.01421e-002,4.38750e-002,1.04654e-001,4.38750e-002,2.23956e-001,4.38750e-002,-7.03529e-004,8.77500e-002,-1.16553e+000,8.77500e-002,1.23682e+000,8.77500e-002,4.29199e-001,8.77500e-002,-4.40244e+001,8.77500e-002,7.29878e+001,8.77500e-002,-1.14207e+002,4.38750e-002,5.44971e+001,4.38750e-002,5.24194e+001,4.38750e-002,3.62484e+000,4.38750e-002,-9.99979e-003,8.77500e-002,-1.95313e-001,8.77500e-002,1.28955e+000,8.77500e-002,-3.22266e-002,8.77500e-002,7.30488e+001,8.77500e-002,-4.95122e+001,8.77500e-002,1.22500e+002
4.72500e-002,1.01421e-002,4.72500e-002,1.03105e-001,4.72500e-002,2.30154e-001,4.72500e-002,-7.03529e-004,9.45000e-002,-5.23047e+000,9.45000e-002,2.84277e+000,9.45000e-002,-7.97852e-001,9.45000e-002,3.08537e+001,9.45000e-002,1.89024e+001,9.45000e-002,-2.70366e+002,4.72500e-002,5.49759e+001,4.72500e-002,5.27370e+001,4.72500e-002,3.62794e+000,4.72500e-002,-1.15492e-002,9.45000e-002,-2.69531e-001,9.45000e-002,1.28076e+000,9.45000e-002,-1.26953e-002,9.45000e-002,7.90854e+001,9.45000e-002,-5.88415e+001,9.45000e-002,1.25793e+002
5.06250e-002,1.01421e-002,5.06250e-002,1.03105e-001,5.06250e-002,2.34802e-001,5.06250e-002,-7.03529e-004,1.01250e-001,-4.69629e+000,1.01250e-001,1.47461e+000,1.01250e-001,-1.54150e+000,1.01250e-001,1.46951e+001,1.01250e-001,-4.17683e+001,1.01250e-001,-4.39634e+001,5.06250e-002,5.54019e+001,5.06250e-002,5.30035e+001,5.06250e-002,3.62484e+000,5.06250e-002,-1.15492e-002,1.01250e-001,-3.83301e-001,1.01250e-001,1.32275e+000,1.01250e-001,-2.78320e-002,1.01250e-001,8.57927e+001,1.01250e-001,-7.11585e+001,1.01250e-001,1.28354e+002
5.40000e-002,1.01421e-002,5.40000e-002,1.01555e-001,5.40000e-002,2.37901e-001,5.40000e-002,-7.03529e-004,1.08000e-001,1.62305e+000,1.08000e-001,3.01416e+000,1.08000e-001,-8.54492e-001,1.08000e-001,3.04878e+000,1.08000e-001,-4.28049e+001,1.08000e-001,-6.73781e+001,5.40000e-002,5.57986e+001,5.40000e-002,5.32080e+001,5.40000e-002,3.58766e+000,5.40000e-002,-9.99979e-003,1.08000e-001,-5.01465e-001,1.08000e-001,1.41553e+000,1.08000e-001,-5.71289e-002,1.08000e-001,9.51829e+001,1.08000e-001,-8.40244e+001,1.08000e-001,1.30061e+002
5.73750e-002,1.16915e-002,5.73750e-002,1.03105e-001,5.73750e-002,2.42549e-001,5.73750e-002,-7.03529e-004,1.14750e-001,1.88232e+000,1.14750e-001,5.45703e+000,1.14750e-001,2.23145e-001,1.14750e-001,3.58537e+001,1.14750e-001,-1.81707e+002,1.14750e-001,-2.22073e+002,5.73750e-002,5.61565e+001,5.73750e-002,5.34001e+001,5.73750e-002,3.55822e+000,5.73750e-002,-9.99979e-003,1.14750e-001,-5.47363e-001,1.14750e-001,1.48633e+000,1.14750e-001,-4.05273e-002,1.14750e-001,1.06098e+002,1.14750e-001,-8.88415e+001,1.14750e-001,1.31098e+002
6.07500e-002,1.47902e-002,6.07500e-002,1.01555e-001,6.07500e-002,2.42549e-001,6.07500e-002,-2.25291e-003,1.21500e-001,1.54395e+000,1.21500e-001,5.02930e-001,1.21500e-001,-1.98730e-001,1.21500e-001,3.57927e+001,1.21500e-001,-1.60366e+001,1.21500e-001,-2.49085e+002,6.07500e-002,5.64803e+001,6.07500e-002,5.36109e+001,6.07500e-002,3.52258e+000,6.07500e-002,-1.15492e-002,1.21500e-001,-6.76758e-001,1.21500e-001,1.71582e+000,1.21500e-001,-8.30078e-003,1.21500e-001,1.15427e+002,1.21500e-001,-9.25610e+001,1.21500e-001,1.32744e+002
6.41250e-002,1.47902e-002,6.41250e-002,1.01555e-001,6.41250e-002,2.45648e-001,6.41250e-002,-7.03529e-004,1.28250e-001,-8.45703e-001,1.28250e-001,-8.53027e-001,1.28250e-001,-3.93066e-001,1.28250e-001,2.42683e+001,1.28250e-001,1.09146e+001,1.28250e-001,-2.44756e+002,6.41250e-002,5.67871e+001,6.41250e-002,5.37906e+001,6.41250e-002,3.47455e+000,6.41250e-002,-1.15492e-002,1.28250e-001,-8.68652e-001,1.28250e-001,1.80420e+000,1.28250e-001,-2.92969e-002,1.28250e-001,1.24085e+002,1.28250e-001,-1.10427e+002,1.28250e-001,1.41341e+002
6.75000e-002,1.32409e-002,6.75000e-002,1.00006e-001,6.75000e-002,2.50296e-001,6.75000e-002,-7.03529e-004,1.35000e-001,-1.92334e+000,1.35000e-001,5.69336e-001,1.35000e-001,-2.83203e-001,1.35000e-001,6.46341e+000,1.35000e-001,-2.24390e+001,1.35000e-001,-1.80427e+002,6.75000e-002,5.70691e+001,6.75000e-002,5.39517e+001,6.75000e-002,3.38933e+000,6.75000e-002,-1.15492e-002,1.35000e-001,-7.92969e-001,1.35000e-001,1.83154e+000,1.35000e-001,-1.49902e-001,1.35000e-001,1.24878e+002,1.35000e-001,-1.10122e+002,1.35000e-001,1.59390e+002
7.08750e-002,1.16915e-002,7.08750e-002,1.00006e-001,7.08750e-002,2.51845e-001,7.08750e-002,-7.03529e-004,1.41750e-001,-3.05664e-001,1.41750e-001,9.18457e-001,1.41750e-001,-3.18848e-001,1.41750e-001,9.14634e-001,1.41750e-001,5.24390e+000,1.41750e-001,-1.13598e+002,7.08750e-002,5.73402e+001,7.08750e-002,5.40850e+001,7.08750e-002,3.28553e+000,7.08750e-002,-1.15492e-002,1.41750e-001,-6.57227e-001,1.41750e-001,1.93506e+000,1.41750e-001,-3.56445e-002,1.41750e-001,1.29878e+002,1.41750e-001,-1.15793e+002,1.41750e-001,2.11098e+002
7.42500e-002,1.32409e-002,7.42500e-002,1.03105e-001,7.42500e-002,2.56493e-001,7.42500e-002,-7.03529e-004,1.48500e-001,7.81250e-003,1.48500e-001,6.09375e-001,1.48500e-001,-8.03223e-001,1.48500e-001,1.76829e+000,1.48500e-001,4.33537e+001,1.48500e-001,-1.27073e+002,7.42500e-002,5.75773e+001,7.42500e-002,5.41485e+001,7.42500e-002,3.18482e+000,7.42500e-002,-1.15492e-002,1.48500e-001,8.20801e-001,1.48500e-001,2.35889e+000,1.48500e-001,-4.77539e-001,1.48500e-001,1.33110e+002,1.48500e-001,-8.62805e+001,1.48500e-001,2.58293e+002
7.76250e-002,1.32409e-002,7.76250e-002,1.03105e-001,7.76250e-002,2.58043e-001,7.76250e-002,-2.25291e-003,1.55250e-001,-7.56836e-002,1.55250e-001,8.51074e-001,1.55250e-001,-8.27148e-001,1.55250e-001,-7.56098e+000,1.55250e-001,7.56098e+000,1.55250e-001,-1.30854e+002,7.76250e-002,5.77864e+001,7.76250e-002,5.42570e+001,7.76250e-002,3.12594e+000,7.76250e-002,-1.15492e-002,1.55250e-001,1.43408e+000,1.55250e-001,3.02393e+000,1.55250e-001,-1.71875e-001,1.55250e-001,1.06098e+002,1.55250e-001,1.98780e+001,1.55250e-001,2.80732e+002
8.10000e-002,1.47902e-002,8.10000e-002,1.00006e-001,8.10000e-002,2.65789e-001,8.10000e-002,-2.25291e-003,1.62000e-001,-7.29004e-001,1.62000e-001,9.58008e-001,1.62000e-001,-6.58203e-001,1.62000e-001,-2.41463e+001,1.62000e-001,-6.37195e+001,1.62000e-001,-1.48902e+002,8.10000e-002,5.79770e+001,8.10000e-002,5.43964e+001,8.10000e-002,3.11200e+000,8.10000e-002,-1.15492e-002,1.62000e-001,5.97656e-001,1.62000e-001,2.66895e+000,1.62000e-001,1.53809e-001,1.62000e-001,1.09268e+002,1.62000e-001,4.20732e+000,1.62000e-001,2.27988e+002
8.43750e-002,1.16915e-002,8.43750e-002,1.01555e-001,8.43750e-002,2.70438e-001,8.43750e-002,8.45849e-004,1.68750e-001,-9.14063e-001,1.68750e-001,1.04102e+000,1.68750e-001,-2.54883e-001,1.68750e-001,-3.65244e+001,1.68750e-001,-1.09634e+002,1.68750e-001,-1.29268e+002,8.43750e-002,5.81459e+001,8.43750e-002,5.45095e+001,8.43750e-002,3.11974e+000,8.43750e-002,-9.99979e-003,1.68750e-001,-2.93457e-001,1.68750e-001,2.27539e+000,1.68750e-001,1.92871e-001,1.68750e-001,1.27195e+002,1.68750e-001,-1.53659e+001,1.68750e-001,2.00061e+002
8.77500e-002,1.32409e-002,8.77500e-002,1.06204e-001,8.77500e-002,2.75086e-001,8.77500e-002,-7.03529e-004,1.75500e-001,-2.08008e-001,1.75500e-001,1.10205e+000,1.75500e-001,-1.30859e-001,1.75500e-001,-3.62805e+001,1.75500e-001,-9.09756e+001,1.75500e-001,-9.73781e+001,8.77500e-002,5.83024e+001,8.77500e-002,5.45808e+001,8.77500e-002,3.07791e+000,8.77500e-002,-1.15492e-002,1.75500e-001,-3.73047e-001,1.75500e-001,1.98242e+000,1.75500e-001,1.06934e-001,1.75500e-001,1.35061e+002,1.75500e-001,-2.76829e+001,1.75500e-001,2.07012e+002
9.11250e-002,1.78890e-002,9.11250e-002,5.77214e-001,9.11250e-002,4.91999e-001,9.11250e-002,-7.03529e-004,1.82250e-001,1.50879e-001,1.82250e-001,9.07227e-001,1.82250e-001,-1.39648e-001,1.82250e-001,-2.88415e+001,1.82250e-001,-3.88415e+001,1.82250e-001,-8.50000e+001,9.11250e-002,5.84325e+001,9.11250e-002,5.46458e+001,9.11250e-002,2.99269e+000,9.11250e-002,-1.15492e-002,1.82250e-001,6.10352e-002,1.82250e-001,1.91162e+000,1.82250e-001,2.21191e-001,1.82250e-001,1.24817e+002,1.82250e-001,-3.84146e+001,1.82250e-001,2.18354e+002
9.45000e-002,3.02840e-002,9.45000e-002,3.01284e+000,9.45000e-002,8.94837e-001,9.45000e-002,8.45849e-004,1.89000e-001,-2.68555e-001,1.89000e-001,9.26758e-001,1.89000e-001,-6.59180e-002,1.89000e-001,-2.67683e+001,1.89000e-001,-2.32927e+001,1.89000e-001,-9.26220e+001,9.45000e-002,5.85549e+001,9.45000e-002,5.46799e+001,9.45000e-002,2.89973e+000,9.45000e-002,-1.15492e-002,1.89000e-001,6.44531e-001,1.89000e-001,1.97119e+000,1.89000e-001,-2.34375e-002,1.89000e-001,1.15427e+002,1.89000e-001,-1.66463e+001,1.89000e-001,2.13780e+002
9.78750e-002,1.88321e-001,9.78750e-002,6.86149e+000,9.78750e-002,2.72620e+000,9.78750e-002,-2.25291e-003,1.95750e-001,-7.30957e-001,1.95750e-001,1.02979e+000,1.95750e-001,3.51563e-002,1.95750e-001,-2.77439e+001,1.95750e-001,-4.40244e+001,1.95750e-001,-8.84756e+001,9.78750e-002,5.86618e+001,9.78750e-002,5.46335e+001,9.78750e-002,2.79128e+000,9.78750e-002,-9.99979e-003,1.95750e-001,2.90039e-001,1.95750e-001,1.51807e+000,1.95750e-001,3.27148e-002,1.95750e-001,9.82927e+001,1.95750e-001,1.11585e+001,1.95750e-001,1.81220e+002
